player_id,lnr_id,lnr_slug,photo_url,name,team,team_code,position_group,position_raw,season,matches_played,minutes_total,minutes_avg,tackles_per80,tackle_success_pct,penalties_per80,turnovers_won_per80,turnovers_lost_per80,carries_per80,meters_per80,line_breaks_per80,offloads_per80,passes_per80,kick_meters_per80,points_scored_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct,_source,age,height_cm,weight_kg,nationality,axis_consistency,n_matches_consistency,_h_global_norm,_w_global_norm,rating_raw,rating,confidence,axis_att,axis_ctrl,axis_kick,axis_def,axis_pow,axis_gabarit,kick_points_per80,form_score,form_trend,form_matches,form_scores_list,axis_disc,age_factor,position_label,position_abbr,confidence_score,confidence_badge,low_sample,minutes_bucket,data_insufficient,rank_position,rating_percentile_position,rating_intl,team_intl,matches_intl,cluster_intl,axis_course_intl,axis_distrib_intl,axis_kicking_intl,axis_physique_intl,axis_rigueur_intl,axis_danger_intl,axis_melee_intl,intl_bonus,meters_run_intl,clean_breaks_intl,defenders_beaten_intl,passes_intl,runs_intl,lineouts_won_intl,missed_tackles_intl,tackles_intl,turnovers_conceded_intl,penalties_conceded_intl,offloads_intl
lnr_1885,1885,ignacio-calles,https://cdn.lnr.fr/joueur/1885-ignacio-calles/photo/photoFull.1d6a32f7ce4a12d423552fb50b73687ec52ba345,Ignacio Calles,Pau,PAU,FRONT_ROW,1ère ligne,2023-2024,2,84.0,42.0,13.33,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,28.0,187.0,116.0,Argentine,95.7,7.0,95.8974358974359,90.625,73.3,70.0,0.556,0,0,5,84,30,89,,23.9,↘,5,"[41.2, 28.4, 44.6, 3.1, 28.9]",100,2.96,1ère Ligne,1L,56,Basse,True,Basse,True,34,69.8,,,5.0,,,,,,,,,0.0,0.8,0.0,0.2,0.0,1.4,0.0,0.4,2.4,0.0,0.2,0.0
lnr_1930,1930,thibault-debaes,https://cdn.lnr.fr/joueur/1930-thibault-debaes/photo/photoFull.55223152d2bdf719adae33c3f4ef18c348eed132,T. Debaes,Pau,PAU,FLY_HALF,Demi d'ouverture,2023-2024,2,50.0,25.0,3.2,,,0.0,,,,1.6,0.0,,,14.4,,,,,lnr,,,,,,,0.0,0.0,63.2,66.4,0.533,95,0,95,0,30,0,14.4,50.0,→,0,[],100,0.0,Ouvreur,10,53,Basse,True,Basse,True,5,81.8,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1831,1831,moses-eneliko-alo-emile,https://cdn.lnr.fr/joueur/1831-moses-eneliko-alo-emile/photo/photoFull.eb7c8a121d72a5469d4eb6f17a32ea8cc568bf6c,M. Alo Emile,Paris,SFP,FRONT_ROW,1ère ligne,2023-2024,24,885.0,36.9,9.04,,,0.63,,,,0.0,0.18,,,0.0,,,,,lnr,24.0,187.0,125.0,Australie,55.5,17.0,95.8974358974359,97.65625,71.9,71.8,1.0,0,21,5,27,68,95,,51.7,↗,5,"[66.7, 31.4, 40.9, 52.9, 83.0]",100,0.5,1ère Ligne,1L,100,Haute,False,Bonne,False,26,77.5,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1779,1779,lucas-peyresblanques,https://cdn.lnr.fr/joueur/1779-lucas-peyresblanques/photo/photoFull.af05d90330b88b7be458e288b68ca734babbf81c,L. Peyresblanques,Paris,SFP,FRONT_ROW,1ère ligne,2023-2024,22,826.0,37.5,11.62,,,0.68,,,,0.29,1.07,,,3.39,,,,,lnr,26.0,181.0,96.0,France,93.4,12.0,92.82051282051282,75.0,84.6,82.9,1.0,95,95,95,61,68,77,,57.0,↘,5,"[56.5, 100, 100, 69.5, 21.6]",100,2.0,1ère Ligne,1L,100,Haute,False,Bonne,False,3,98.2,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1814,1814,pierre-henri-azagoh-kouadio,https://cdn.lnr.fr/joueur/1814-pierre-henri-azagoh-kouadio/photo/photoFull.0d105085f705532550693973c5545a1d4e020463,P. Azagoh Kouadio,Paris,SFP,LOCK,2ème ligne,2023-2024,20,795.0,39.8,11.67,,,0.3,,,,0.0,0.3,,,0.5,,,,,lnr,25.0,196.0,103.0,France,97.9,18.0,100.0,80.46875,71.2,73.6,1.0,0,26,50,54,50,96,,69.6,↗,5,"[25.2, 91.9, 90.5, 95.4, 79.0]",100,1.26,2ème Ligne,2L,100,Haute,False,Moyenne,False,6,88.1,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1739,1739,juan-john-van-der-mescht,https://cdn.lnr.fr/joueur/1739-juan-john-van-der-mescht/photo/photoFull.af05d90330b88b7be458e288b68ca734babbf81c,J. Van Der Mescht,Paris,SFP,LOCK,2ème ligne,2023-2024,19,621.0,32.7,7.86,,,0.13,,,,0.0,0.39,,,0.0,,,,,lnr,,,,,,,0.0,0.0,45.5,45.5,1.0,0,34,5,0,39,0,,50.0,→,0,[],100,0.0,2ème Ligne,2L,100,Haute,False,Moyenne,False,42,2.4,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1736,1736,sergo-abramishvili,https://cdn.lnr.fr/joueur/1736-sergo-abramishvili/photo/photoFull.af05d90330b88b7be458e288b68ca734babbf81c,S. Abramishvili,Paris,SFP,FRONT_ROW,1ère ligne,2023-2024,17,823.0,48.4,8.65,,,0.29,,,,0.0,0.19,,,0.97,,,,,lnr,20.0,184.0,105.0,Géorgie,98.2,6.0,94.35897435897436,82.03125,62.3,63.6,1.0,0,23,40,22,48,82,,50.2,↗,5,"[62.8, 33.0, 85.3, 68.7, 45.4]",100,-1.25,1ère Ligne,1L,100,Haute,False,Bonne,False,85,24.3,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lnr_1757,1757,peniasi-dakuwaqa,https://cdn.lnr.fr/joueur/1757-peniasi-dakuwaqa/photo/photoFull.af05d90330b88b7be458e288b68ca734babbf81c,Peniasi Dakuwaqa,Paris,SFP,FULLBACK,Arrière,2023-2024,15,904.0,60.3,4.69,,,0.0,,,,1.42,0.62,,,2.65,,,,,lnr,,,,,45.4,15.0,0.0,0.0,70.0,67.4,1.0,95,51,62,63,30,0,2.65,28.5,↗,5,"[12.4, 6.0, 28.8, 36.0, 43.9]",100,0.0,Arrière,ARR,100,Haute,False,Bonne,False,6,68.8,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1939,1939,zack-henry,https://cdn.lnr.fr/joueur/1939-zack-henry/photo/photoFull.eb7c8a121d72a5469d4eb6f17a32ea8cc568bf6c,Zack Henry,Paris,SFP,FLY_HALF,Demi d'ouverture,2023-2024,15,836.0,55.7,3.73,,,0.0,,,,0.29,0.1,,,10.91,,,,,lnr,29.0,182.0,89.0,Angleterre,,,93.33333333333331,69.53125,61.4,59.6,1.0,31,10,92,11,30,92,10.91,15.5,→,2,"[8.5, 21.0]",100,2.96,Ouvreur,10,100,Haute,False,Bonne,False,15,36.4,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1803,1803,julien-delbouis,https://cdn.lnr.fr/joueur/1803-julien-delbouis/photo/photoFull.0d105085f705532550693973c5545a1d4e020463,Julien Delbouis,Paris,SFP,CENTRE,Centre,2023-2024,13,687.0,52.8,7.92,,,0.23,,,,0.23,0.0,,,1.16,,,,,lnr,,,,,,,0.0,0.0,59.2,59.2,1.0,25,0,52,93,53,0,,50.0,→,0,[],100,0.0,Centre,CTR,100,Haute,False,Moyenne,False,30,14.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_974,974,pierre-boudehent,https://cdn.lnr.fr/joueur/974-pierre-boudehent/photo/photoFull.55223152d2bdf719adae33c3f4ef18c348eed132,Pierre Boudehent,Paris,SFP,FLY_HALF,Demi d'ouverture,2023-2024,12,501.0,41.8,7.66,,,0.0,,,,0.16,0.16,,,0.0,,,,,lnr,,,,,,,0.0,0.0,52.6,54.1,0.918,17,16,5,95,30,0,0.0,50.0,→,0,[],100,0.0,Ouvreur,10,92,Haute,False,Moyenne,False,22,4.5,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1804,1804,ryan-chapuis,https://cdn.lnr.fr/joueur/1804-ryan-chapuis/photo/photoFull.0d105085f705532550693973c5545a1d4e020463,Ryan Chapuis,Paris,SFP,BACK_ROW,3ème ligne,2023-2024,12,402.0,33.5,15.92,,,0.2,,,,0.0,0.0,,,0.0,,,,,lnr,26.0,190.0,105.0,France,97.8,4.0,97.43589743589745,82.03125,72.0,71.9,0.835,0,0,5,95,39,92,,49.3,↘,5,"[47.1, 100, 57.6, 0, 82.0]",100,2.0,3ème Ligne,3L,84,Haute,False,Moyenne,False,11,79.2,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1811,1811,giorgi-melikidze,https://cdn.lnr.fr/joueur/1811-giorgi-melikidze/photo/photoFull.0d105085f705532550693973c5545a1d4e020463,Giorgi Melikidze,Paris,SFP,FRONT_ROW,1ère ligne,2023-2024,12,403.0,33.6,7.54,,,0.6,,,,0.0,0.2,,,0.99,,,,,lnr,27.0,180.0,116.0,Géorgie,94.2,19.0,92.3076923076923,90.625,69.2,69.6,0.836,0,24,41,8,66,89,,41.1,↘,5,"[26.0, 33.3, 43.8, 42.4, 62.1]",100,2.61,1ère Ligne,1L,84,Haute,False,Moyenne,False,43,61.7,77.6,GEORG,27.0,cluster_0,52.2,50.2,50.0,88.4,89.4,54.2,92.0,0.2599999999999994,0.704,0.0,0.074,0.111,0.259,0.0,0.111,1.074,0.074,0.185,0.0
lnr_2271,2271,hugo-ndiaye,https://cdn.lnr.fr/joueur/2271-hugo-ndiaye/photo/photoFull.6fc701688372b38c2cd93e972d93fc323ab7f457,Hugo Ndiaye,Paris,SFP,FRONT_ROW,1ère ligne,2023-2024,7,176.0,25.1,11.82,,,0.45,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,,,0.0,0.0,60.3,63.9,0.626,0,0,5,64,57,0,,50.0,→,0,[],100,0.0,1ère Ligne,1L,63,Moyenne,True,Basse,False,81,27.0,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1773,1773,charles-laloi,https://cdn.lnr.fr/joueur/1773-charles-laloi/photo/photoFull.af05d90330b88b7be458e288b68ca734babbf81c,Charles Laloi,Paris,SFP,WINGER,Ailier,2023-2024,6,392.0,65.3,3.47,,,0.0,,,,0.2,0.0,,,1.02,,,,,lnr,20.0,181.0,80.0,France,61.7,4.0,92.82051282051282,62.5,51.2,54.0,0.827,13,0,40,7,30,82,1.02,23.6,↗,5,"[13.3, 7.9, 33.9, 39.3, 21.6]",100,-1.25,Ailier,AIL,83,Haute,False,Basse,False,23,4.3,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1840,1840,mamoudou-alain-meite,https://cdn.lnr.fr/joueur/1840-mamoudou-alain-meite/photo/photoFull.58e6e4b7761b3420a57c37233cfce5ad6a1e7fad,M. Meite,Paris,SFP,FRONT_ROW,1ère ligne,2023-2024,5,89.0,17.8,9.89,,,0.9,,,,0.0,0.9,,,0.0,,,,,lnr,,,,,,,0.0,0.0,66.7,68.2,0.559,0,95,5,39,68,0,,50.0,→,0,[],100,0.0,1ère Ligne,1L,56,Basse,True,Basse,True,52,53.6,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_354,354,hugo-zabalza,https://cdn.lnr.fr/joueur/354-hugo-zabalza/photo/photoFull.ea925ef6b0eeeaf7d1d25216bea712a737700f9f,Hugo Zabalza,Paris,SFP,SCRUM_HALF,Demi de mêlée,2023-2024,5,43.0,8.6,11.16,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,24.0,176.0,82.0,France,60.8,16.0,90.25641025641026,64.0625,57.2,61.9,0.529,0,0,5,95,30,89,0.0,25.5,→,5,"[27.3, 30.7, 36.3, 29.3, 22.8]",100,0.5,Demi de mêlée,9,53,Basse,True,Basse,True,16,40.0,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1747,1747,stephane-ahmed,https://cdn.lnr.fr/joueur/1747-stephane-ahmed/photo/photoFull.7260593a1939529b8f58882fcd9327e3deee5c0d,S. Ahmed,Paris,SFP,WINGER,Ailier,2023-2024,4,313.0,78.2,4.35,,,0.26,,,,0.51,0.26,,,1.28,,,,,lnr,25.0,182.0,83.0,France,57.1,6.0,93.33333333333331,64.84375,65.0,64.2,0.761,38,22,50,31,66,84,1.28,22.7,↗,5,"[25.5, 11.8, 29.2, 30.6, 22.8]",100,1.26,Ailier,AIL,76,Haute,False,Basse,True,14,43.5,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1821,1821,sefanaia-naivalu,https://cdn.lnr.fr/joueur/1821-sefanaia-naivalu/photo/photoFull.1f75a2a9ddd89799fc877d5c192b6ffeb86f7691,S. Naivalu,Paris,SFP,WINGER,Ailier,2023-2024,1,54.0,54.0,11.85,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,,,0.0,0.0,52.0,60.4,0.536,0,0,5,95,30,0,0.0,50.0,→,0,[],100,0.0,Ailier,AIL,54,Basse,True,Basse,True,19,21.7,65.5,Australie,19.0,cluster_1,66.5,54.6,50.0,90.3,90.8,66.6,86.3,0.0,,,,,,,,,,,
lnr_1009,1009,georges-henri-colombe-reazel,https://cdn.lnr.fr/joueur/1009-georges-henri-colombe-reazel/photo/photoFull.a2503fca1a2646233602741328f9c3f7893fa1e1,G. Colombe Reazel,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,24,859.0,35.8,6.71,,,0.56,,,,0.19,0.56,,,1.4,,,,,lnr,26.0,193.0,142.0,France,56.7,8.0,98.97435897435898,100.0,72.2,70.4,1.0,86,67,58,0,64,100,,35.1,↗,5,"[3.4, 24.9, 33.7, 58.3, 43.9]",100,2.0,1ère Ligne,1L,100,Haute,False,Bonne,False,33,71.2,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1004,1004,thomas-berjon,https://cdn.lnr.fr/joueur/1004-thomas-berjon/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,Thomas Berjon,La Rochelle,LRO,SCRUM_HALF,Demi de mêlée,2023-2024,19,613.0,32.3,6.92,,,0.13,,,,0.65,0.52,,,3.26,,,,,lnr,26.0,171.0,76.0,France,39.3,11.0,87.6923076923077,59.375,65.3,64.2,1.0,73,27,95,50,44,84,3.26,30.0,↘,5,"[44.3, 38.3, 19.3, 29.3, 39.4]",100,2.0,Demi de mêlée,9,100,Haute,False,Moyenne,False,8,72.0,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_939,939,oscar-jegou,https://cdn.lnr.fr/joueur/939-oscar-jegou/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,Oscar Jegou,La Rochelle,LRO,BACK_ROW,3ème ligne,2023-2024,16,762.0,47.6,12.7,,,0.21,,,,0.31,1.05,,,2.1,,,,,lnr,20.0,190.0,90.0,France,67.2,12.0,97.43589743589745,70.3125,71.5,70.7,1.0,63,91,95,77,39,84,,48.2,↗,5,"[22.9, 34.7, 57.5, 67.4, 62.2]",100,-1.25,3ème Ligne,3L,100,Haute,False,Moyenne,False,17,66.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_983,983,uini-atonio,https://cdn.lnr.fr/joueur/983-uini-atonio/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,Uini Atonio,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,15,705.0,47.0,5.56,,,0.11,,,,0.0,0.23,,,0.57,,,,,lnr,34.0,196.0,145.0,Nouvelle Zélande,91.1,3.0,100.0,100.0,59.2,57.0,1.0,0,27,24,0,37,100,,13.7,→,3,"[3.6, 26.0, 10.1]",100,-0.16,1ère Ligne,1L,100,Haute,False,Moyenne,False,109,2.7,66.8,France,39.0,cluster_1,71.8,57.1,50.0,89.5,61.2,50.5,87.8,0.0,4.333,0.026,0.128,1.256,3.436,0.0,0.538,3.462,0.385,0.59,0.077
lnr_949,949,hugo-reus,https://cdn.lnr.fr/joueur/949-hugo-reus/photo/photoFull.14f86258177c199d0ec3ee9450197974d20d92b1,Hugo Reus,La Rochelle,LRO,FLY_HALF,Demi d'ouverture,2023-2024,15,690.0,46.0,3.71,,,0.0,,,,0.23,0.12,,,11.94,,,,,lnr,20.0,183.0,83.0,France,33.4,9.0,93.84615384615384,64.84375,57.6,56.7,1.0,25,12,95,10,30,90,11.94,23.6,↗,5,"[14.4, 18.5, 18.5, 47.8, 19.2]",100,-1.25,Ouvreur,10,100,Haute,False,Moyenne,False,21,9.1,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_935,935,aleksandre-kuntelia,https://cdn.lnr.fr/joueur/935-aleksandre-kuntelia/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,A. Kuntelia,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,14,519.0,37.1,8.63,,,0.15,,,,0.0,0.0,,,0.0,,,,,lnr,21.0,197.0,135.0,Géorgie,96.3,21.0,100.0,100.0,62.7,62.4,0.932,0,0,5,22,39,100,,34.5,↗,5,"[19.0, 38.6, 71.3, 50.4, 20.7]",100,-1.03,1ère Ligne,1L,93,Haute,False,Moyenne,False,89,20.7,,,4.0,,,,,,,,,0.0,0.75,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0
lnr_1027,1027,louis-keziah-penverne,https://cdn.lnr.fr/joueur/1027-louis-keziah-penverne/photo/photoFull.01e7e4177db166b370a81655ed844dbb271b4fe2,L. Penverne,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,14,582.0,41.6,13.61,,,0.27,,,,0.14,0.0,,,0.0,,,,,lnr,21.0,187.0,111.0,France,55.7,6.0,95.8974358974359,86.71875,74.6,71.3,0.985,64,0,5,88,46,86,,32.4,↘,5,"[45.9, 100, 8.5, 31.8, 28.7]",100,-1.03,1ère Ligne,1L,98,Haute,False,Moyenne,False,28,75.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_970,970,joel-antonio-sclavi,https://cdn.lnr.fr/joueur/970-joel-antonio-sclavi/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,J. Sclavi,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,14,457.0,32.6,8.23,,,0.18,,,,0.0,0.18,,,0.88,,,,,lnr,29.0,188.0,135.0,Argentine,100.0,4.0,96.4102564102564,100.0,67.3,67.7,0.881,0,21,37,17,41,100,,39.9,↗,5,"[10.7, 5.9, 13.3, 12.1, 100]",100,2.96,1ère Ligne,1L,88,Haute,False,Moyenne,False,55,51.4,62.7,Argentine,15.0,cluster_1,57.6,50.0,50.0,91.1,60.1,50.0,79.7,0.0,2.4,0.0,0.0,0.467,1.867,0.0,0.2,2.333,0.067,0.6,0.0
lnr_1015,1015,william-skelton,https://cdn.lnr.fr/joueur/1015-william-skelton/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,William Skelton,La Rochelle,LRO,LOCK,2ème ligne,2023-2024,14,934.0,66.7,8.14,,,0.26,,,,0.34,1.03,,,0.43,,,,,lnr,31.0,,145.0,Nouvelle Zélande,53.9,7.0,0.0,100.0,56.2,57.0,1.0,95,89,43,0,47,15,,30.7,↗,5,"[13.7, 13.7, 24.2, 59.9, 33.9]",100,2.0,2ème Ligne,2L,100,Haute,False,Bonne,False,32,26.2,63.1,Australie,10.0,cluster_1,77.6,61.3,50.0,92.0,50.0,61.0,76.9,0.0,6.3,0.0,0.6,1.3,4.6,0.0,0.0,3.0,0.4,0.8,0.2
lnr_985,985,levani-botia-veivuke,https://cdn.lnr.fr/joueur/985-levani-botia-veivuke/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,L. Veivuke,La Rochelle,LRO,CENTRE,Centre,2023-2024,14,850.0,60.7,10.35,,,0.75,,,,0.19,0.66,,,1.41,,,,,lnr,,,,,18.2,21.0,0.0,0.0,74.6,74.8,1.0,19,74,63,95,68,0,,52.5,↗,5,"[23.4, 68.6, 53.3, 68.6, 66.4]",100,0.0,Centre,CTR,100,Haute,False,Bonne,False,1,100.0,82.5,FIJI,16.0,cluster_0,100.0,92.1,50.0,86.3,50.0,95.2,91.8,0.75,,,,,,,,,,,
lnr_980,980,gregory-alldritt,https://cdn.lnr.fr/joueur/980-gregory-alldritt/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,Gregory Alldritt,La Rochelle,LRO,BACK_ROW,3ème ligne,2023-2024,12,828.0,69.0,13.91,,,0.58,,,,0.19,0.39,,,0.97,,,,,lnr,,,,,40.6,17.0,0.0,0.0,71.8,70.3,1.0,39,34,53,95,55,0,,39.9,↗,5,"[37.3, 37.3, 46.5, 49.2, 47.8]",100,0.0,3ème Ligne,3L,100,Haute,False,Bonne,False,20,60.4,76.3,France,47.0,cluster_1,83.5,92.5,50.0,75.3,57.9,79.7,74.0,0.1299999999999997,,,,,,,,,,,
lnr_991,991,jonathan-danty,https://cdn.lnr.fr/joueur/991-jonathan-danty/photo/photoFull.f5ab75ea7c8f921ef2f66960c9e22eacb5e76013,Jonathan Danty,La Rochelle,LRO,CENTRE,Centre,2023-2024,12,607.0,50.6,7.25,,,1.19,,,,0.0,0.26,,,0.0,,,,,lnr,31.0,181.0,110.0,France,,,92.82051282051282,85.9375,69.9,67.4,1.0,0,24,5,78,68,95,,26.0,→,2,"[33.3, 25.5]",100,2.0,Centre,CTR,100,Haute,False,Moyenne,False,14,61.8,71.6,France,20.0,cluster_1,70.1,74.2,50.0,91.6,75.5,70.5,85.6,0.0,14.65,0.15,1.1,2.0,4.6,0.0,0.8,5.35,0.75,0.4,0.25
lnr_1025,1025,matthias-haddad,https://cdn.lnr.fr/joueur/1025-matthias-haddad/photo/photoFull.01e7e4177db166b370a81655ed844dbb271b4fe2,M. Haddad,La Rochelle,LRO,BACK_ROW,3ème ligne,2023-2024,12,278.0,23.2,11.51,,,0.29,,,,0.86,0.29,,,0.0,,,,,lnr,23.0,192.0,99.0,France,55.6,11.0,98.46153846153848,77.34375,67.4,67.6,0.728,95,25,5,57,43,89,,42.8,→,5,"[74.9, 22.9, 32.7, 38.5, 68.1]",100,-0.16,3ème Ligne,3L,73,Moyenne,True,Basse,False,28,43.8,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1024,1024,thomas-ployet,https://cdn.lnr.fr/joueur/1024-thomas-ployet/photo/photoFull.66c8481f41dae2c760111c9de7f76f50fdc806b3,Thomas Ployet,La Rochelle,LRO,LOCK,2ème ligne,2023-2024,12,239.0,19.9,11.38,,,0.33,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,,,0.0,0.0,56.5,60.7,0.689,0,0,5,50,52,0,,50.0,→,0,[],100,0.0,2ème Ligne,2L,69,Moyenne,True,Basse,False,25,41.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1000,1000,reda-wardi,https://cdn.lnr.fr/joueur/1000-reda-wardi/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,Reda Wardi,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,11,622.0,56.5,12.09,,,0.0,,,,0.0,0.0,,,0.64,,,,,lnr,28.0,185.0,110.0,France,44.5,13.0,94.87179487179486,85.9375,69.8,71.7,1.0,0,0,27,68,30,86,,60.3,↗,5,"[60.9, 44.5, 38.0, 83.7, 88.9]",100,2.96,1ère Ligne,1L,100,Haute,False,Moyenne,False,27,76.6,,,6.0,,,,,,,,,0.0,0.667,0.0,0.167,0.833,2.333,0.0,0.333,5.0,0.0,0.167,0.167
lnr_1017,1017,paul-boudehent,https://cdn.lnr.fr/joueur/1017-paul-boudehent/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,Paul Boudehent,La Rochelle,LRO,BACK_ROW,3ème ligne,2023-2024,10,618.0,61.8,8.28,,,0.0,,,,0.39,0.39,,,0.0,,,,,lnr,24.0,192.0,107.0,France,98.7,10.0,98.46153846153848,83.59375,56.0,57.6,1.0,80,34,5,3,30,93,,39.0,↘,5,"[85.0, 44.5, 67.0, 22.9, 39.3]",100,0.5,3ème Ligne,3L,100,Haute,False,Moyenne,False,43,12.5,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_938,938,nathan-bollengier,https://cdn.lnr.fr/joueur/938-nathan-bollengier/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,N. Bollengier,La Rochelle,LRO,WINGER,Ailier,2023-2024,8,307.0,38.4,1.82,,,0.26,,,,1.3,0.52,,,2.61,,,,,lnr,20.0,179.0,82.0,France,92.9,3.0,91.7948717948718,64.0625,76.2,68.3,0.756,95,44,95,0,66,83,2.61,8.8,→,3,"[18.4, 11.0, 0]",100,-1.25,Ailier,AIL,76,Haute,False,Basse,False,11,56.5,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_966,966,simeli-daunivucu,https://cdn.lnr.fr/joueur/966-simeli-daunivucu/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,Simeli Daunivucu,La Rochelle,LRO,WINGER,Ailier,2023-2024,8,297.0,37.1,6.46,,,0.0,,,,0.54,0.27,,,1.35,,,,,lnr,19.0,180.0,85.0,Fidji,63.0,4.0,92.3076923076923,66.40625,62.4,63.7,0.747,40,23,52,89,30,85,1.35,39.8,→,5,"[21.6, 50.4, 23.6, 32.1, 70.1]",100,-1.38,Ailier,AIL,75,Moyenne,True,Basse,False,15,39.1,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_984,984,thierry-paiva,https://cdn.lnr.fr/joueur/984-thierry-paiva/photo/photoFull.af05d90330b88b7be458e288b68ca734babbf81c,Thierry Paiva,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,8,381.0,47.6,9.03,,,0.0,,,,0.0,0.0,,,1.05,,,,,lnr,28.0,184.0,115.0,France,88.7,11.0,94.35897435897436,89.84375,63.3,66.8,0.818,0,0,44,27,30,88,,51.2,↗,5,"[22.1, 77.1, 83.9, 100, 10.1]",100,2.96,1ère Ligne,1L,82,Haute,False,Basse,False,58,48.2,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_947,947,sacha-idoumi,https://cdn.lnr.fr/joueur/947-sacha-idoumi/photo/photoFull.d303b4e754d5628447799261cf17492ebc23d137,Sacha Idoumi,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,7,142.0,20.3,10.7,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,,,0.0,0.0,51.4,58.9,0.595,0,0,5,49,30,0,,50.0,→,0,[],100,0.0,1ère Ligne,1L,60,Basse,True,Basse,True,104,7.2,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1028,1028,alexandre-kaddouri,https://cdn.lnr.fr/joueur/1028-alexandre-kaddouri/photo/photoFull.01e7e4177db166b370a81655ed844dbb271b4fe2,A. Kaddouri,La Rochelle,LRO,FRONT_ROW,1ère ligne,2023-2024,7,232.0,33.1,15.52,,,0.69,,,,0.0,0.69,,,0.0,,,,,lnr,20.0,189.0,114.0,France,3.7,13.0,96.92307692307692,89.0625,87.7,75.6,0.682,0,82,5,95,68,88,,20.9,↘,5,"[9.5, 58.0, 38.1, 17.6, 9.4]",100,-1.25,1ère Ligne,1L,68,Moyenne,True,Basse,False,11,91.0,,,,,,,,,,,,0.0,,,,,,,,,,,
