player_id,lnr_id,lnr_slug,photo_url,name,team,team_code,position_group,position_raw,season,matches_played,minutes_total,minutes_avg,tackles_per80,tackle_success_pct,penalties_per80,turnovers_won_per80,turnovers_lost_per80,carries_per80,meters_per80,line_breaks_per80,offloads_per80,passes_per80,kick_meters_per80,points_scored_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct,_source,age,height_cm,weight_kg,nationality,_h_global_norm,_w_global_norm,rating_raw,rating,confidence,axis_att,axis_ctrl,axis_kick,axis_def,axis_pow,axis_gabarit,kick_points_per80,form_score,form_trend,form_matches,form_scores_list,axis_disc,age_factor,position_label,position_abbr,confidence_score,confidence_badge,low_sample,minutes_bucket,data_insufficient,rank_position,rating_percentile_position,rating_intl,team_intl,matches_intl,cluster_intl,axis_course_intl,axis_distrib_intl,axis_kicking_intl,axis_physique_intl,axis_rigueur_intl,axis_danger_intl,axis_melee_intl,intl_bonus,meters_run_intl,clean_breaks_intl,defenders_beaten_intl,passes_intl,runs_intl,lineouts_won_intl,missed_tackles_intl,tackles_intl,turnovers_conceded_intl,penalties_conceded_intl,offloads_intl
lnr_661,661,lucas-dessaigne,https://cdn.lnr.fr/joueur/661-lucas-dessaigne/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Lucas Dessaigne,Clermont,CLR,BACK_ROW,3ème ligne,2020-2021,5,251.0,50.2,10.2,,,0.64,,,,0.0,0.0,,,0.0,,,,,lnr,22.0,188.0,96.0,France,96.08995655507285,76.8,66.4,71.6,0.6,0,0,0,39,57,87,,80.8,↗,5,"[88.9, 80.0, 100, 68.7, 66.4]",100,-0.67,3ème Ligne,3L,60,Moyenne,True,Basse,False,6,80.4,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1047,1047,tavite-veredamu,https://cdn.lnr.fr/joueur/1047-tavite-veredamu/photo/photoFull.14f86258177c199d0ec3ee9450197974d20d92b1,Tavite Veredamu,Clermont,CLR,BACK_ROW,3ème ligne,2020-2021,4,160.0,40.0,12.5,,,0.5,,,,1.0,0.0,,,5.0,,,,,lnr,31.0,188.0,108.0,France,96.08995655507285,86.4,76.3,71.7,0.6,100,0,100,74,51,93,,30.3,↗,5,"[39.9, 26.2, 23.8, 52.2, 27.5]",100,2.0,3ème Ligne,3L,60,Moyenne,True,Basse,True,5,85.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_660,660,samuel-ezeala,https://cdn.lnr.fr/joueur/660-samuel-ezeala/photo/photoFull.af05d90330b88b7be458e288b68ca734babbf81c,Samuel Ezeala,Clermont,CLR,CENTRE,Centre,2020-2021,1,53.0,53.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,21.0,187.0,99.0,Espagne,95.5788397648863,79.2,47.5,59.0,0.5,0,0,0,0,30,90,,38.5,↗,5,"[9.2, 67.4, 18.2, 81.7, 30.8]",100,-1.03,Centre,CTR,50,Basse,True,Basse,True,19,21.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1132,1132,thomas-roziere,https://cdn.lnr.fr/joueur/1132-thomas-roziere/photo/photoFull.d303b4e754d5628447799261cf17492ebc23d137,Thomas Roziere,Clermont,CLR,FULLBACK,Arrière,2020-2021,1,80.0,80.0,6.0,,,0.0,,,,1.0,1.0,,,0.0,,,,,lnr,,,,,0.0,0.0,68.6,69.3,0.5,66,99,0,81,30,0,0.0,50.0,→,0,[],100,0.0,Arrière,ARR,50,Basse,True,Basse,True,4,70.0,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2589,2589,michael-ruru,https://cdn.lnr.fr/joueur/2589-michael-ruru/photo/photoFull.55223152d2bdf719adae33c3f4ef18c348eed132,Michael Ruru,Bayonne,BAY,SCRUM_HALF,Demi de mêlée,2020-2021,23,894.0,38.9,7.7,,,0.27,,,,0.36,0.98,,,0.45,,,,,lnr,,,,,0.0,0.0,78.0,78.0,1.0,47,56,8,87,67,0,0.45,50.0,→,0,[],100,0.0,Demi de mêlée,9,100,Haute,False,Bonne,False,1,100.0,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1892,1892,guillaume-ducat,https://cdn.lnr.fr/joueur/1892-guillaume-ducat/photo/photoFull.bf7e6b3668f1d7c40821cbfca4c5f267bcf81dfe,G. Ducat,Bayonne,BAY,LOCK,2ème ligne,2020-2021,17,975.0,57.4,8.04,,,0.16,,,,0.0,0.0,,,0.0,,,,,lnr,24.0,,115.0,France,0.0,92.0,47.0,48.7,1.0,0,0,0,10,39,13,,25.2,→,5,"[32.1, 39.2, 47.8, 13.7, 22.8]",100,0.5,2ème Ligne,2L,100,Haute,False,Bonne,False,33,5.9,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lnr_2678,2678,torsten-van-jaarsveld,https://cdn.lnr.fr/joueur/2678-torsten-van-jaarsveld/photo/photoFull.6f21bcf3f2603044fd281cd01cb394008aed942a,T. Van Jaarsveld,Bayonne,BAY,FRONT_ROW,1ère ligne,2020-2021,17,730.0,42.9,12.93,,,0.55,,,,0.0,0.22,,,1.1,,,,,lnr,,,,,0.0,0.0,67.7,67.7,1.0,0,22,41,81,56,0,,50.0,→,0,[],100,0.0,1ère Ligne,1L,100,Haute,False,Moyenne,False,37,47.1,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2633,2633,baptiste-heguy,https://cdn.lnr.fr/joueur/2633-baptiste-heguy/photo/photoFull.1d6a32f7ce4a12d423552fb50b73687ec52ba345,B. Heguy,Bayonne,BAY,BACK_ROW,3ème ligne,2020-2021,16,849.0,53.1,9.52,,,0.09,,,,0.09,0.0,,,0.47,,,,,lnr,22.0,196.0,104.0,France,100.0,83.2,55.1,56.1,1.0,13,0,11,29,34,92,,34.6,→,5,"[51.0, 49.7, 45.4, 29.7, 36.7]",100,-0.67,3ème Ligne,3L,100,Haute,False,Bonne,False,28,3.6,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2643,2643,konstantine-mikautadze,https://cdn.lnr.fr/joueur/2643-konstantine-mikautadze/photo/photoFull.5130516f3d5f5fbc23b3eaab6efe1a2b3082c3df,K. Mikautadze,Bayonne,BAY,LOCK,2ème ligne,2020-2021,16,794.0,49.6,9.67,,,0.2,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,0.0,0.0,51.0,51.0,1.0,0,0,0,26,41,0,,50.0,→,0,[],100,0.0,2ème Ligne,2L,100,Haute,False,Moyenne,False,32,8.8,75.0,GEORG,39.0,cluster_0,61.1,57.0,50.0,91.9,76.0,53.7,89.2,0.0,,,,,,,,,,,
lnr_309,309,ugo-boniface,https://cdn.lnr.fr/joueur/309-ugo-boniface/photo/photoFull.9db3e1c64b0fa647759e691550b9e8351884f243,Ugo Boniface,Bayonne,BAY,FRONT_ROW,1ère ligne,2020-2021,15,787.0,52.5,9.25,,,0.41,,,,0.3,0.61,,,0.51,,,,,lnr,22.0,190.0,125.0,France,97.11219013544596,100.0,75.6,71.7,1.0,85,60,19,41,50,97,,28.2,↘,5,"[84.2, 55.5, 37.3, 13.7, 19.9]",100,-0.67,1ère Ligne,1L,100,Haute,False,Moyenne,False,21,70.6,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2669,2669,swan-cormenier,https://cdn.lnr.fr/joueur/2669-swan-cormenier/photo/photoFull.1d6a32f7ce4a12d423552fb50b73687ec52ba345,Swan Cormenier,Bayonne,BAY,FRONT_ROW,1ère ligne,2020-2021,14,479.0,34.2,9.35,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,25.0,175.0,118.0,France,89.44543828264759,94.4,65.0,63.8,0.75,0,0,0,42,30,91,,18.9,↘,5,"[36.2, 31.2, 7.2, 18.3, 19.9]",100,1.26,1ère Ligne,1L,75,Haute,False,Moyenne,False,48,30.9,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_49,49,arnaud-duputs,https://cdn.lnr.fr/joueur/49-arnaud-duputs/photo/photoFull.fa741145527d67f0373a3b7f544c55452bd2af8a,Arnaud Duputs,Bayonne,BAY,BACK_ROW,3ème ligne,2020-2021,14,681.0,48.6,12.1,,,0.94,,,,0.0,0.12,,,1.17,,,,,lnr,,,,,0.0,0.0,73.6,73.6,1.0,0,9,28,68,69,0,,50.0,→,0,[],100,0.0,3ème Ligne,3L,100,Haute,False,Moyenne,False,3,92.9,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2560,2560,maxime-lafage,https://cdn.lnr.fr/joueur/2560-maxime-lafage/photo/photoFull.55223152d2bdf719adae33c3f4ef18c348eed132,Maxime Lafage,Bayonne,BAY,FLY_HALF,Demi d'ouverture,2020-2021,14,734.0,52.4,5.56,,,0.0,,,,0.22,0.65,,,4.14,,,,,lnr,,,,,0.0,0.0,60.9,60.9,1.0,14,51,33,76,30,0,4.14,50.0,→,0,[],100,0.0,Ouvreur,10,100,Haute,False,Moyenne,False,8,41.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2671,2671,matis-perchaud,https://cdn.lnr.fr/joueur/2671-matis-perchaud/photo/photoFull.9db3e1c64b0fa647759e691550b9e8351884f243,Matis Perchaud,Bayonne,BAY,FRONT_ROW,1ère ligne,2020-2021,9,296.0,32.9,10.27,,,0.81,,,,0.27,1.35,,,0.0,,,,,lnr,18.0,187.0,112.0,France,95.5788397648863,89.60000000000001,83.7,78.3,0.6,76,100,0,52,69,88,,70.7,↗,5,"[41.5, 63.8, 33.1, 100, 82.1]",100,-1.45,1ère Ligne,1L,60,Moyenne,True,Basse,False,4,95.6,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_354,354,hugo-zabalza,https://cdn.lnr.fr/joueur/354-hugo-zabalza/photo/photoFull.ea925ef6b0eeeaf7d1d25216bea712a737700f9f,Hugo Zabalza,Bayonne,BAY,SCRUM_HALF,Demi de mêlée,2020-2021,9,186.0,20.7,6.88,,,0.0,,,,0.0,1.72,,,0.0,,,,,lnr,21.0,176.0,82.0,France,89.95655507283415,65.60000000000001,73.2,68.1,0.6,0,98,0,68,30,92,0.0,25.5,→,5,"[27.3, 30.7, 36.3, 29.3, 22.8]",100,-1.03,Demi de mêlée,9,60,Moyenne,True,Basse,False,4,83.3,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_584,584,asier-usarraga-latierro,https://cdn.lnr.fr/joueur/584-asier-usarraga-latierro/photo/photoFull.5130516f3d5f5fbc23b3eaab6efe1a2b3082c3df,A. Usarraga Latierro,Bayonne,BAY,BACK_ROW,3ème ligne,2020-2021,8,446.0,55.8,8.25,,,0.9,,,,0.54,0.54,,,0.9,,,,,lnr,,,,,0.0,0.0,67.7,68.3,0.75,80,42,22,10,67,0,,50.0,→,0,[],100,0.0,3ème Ligne,3L,75,Haute,False,Moyenne,False,15,50.0,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2677,2677,remy-baget,https://cdn.lnr.fr/joueur/2677-remy-baget/photo/photoFull.50e0d211418fb8267083232d5e5561b6e88fe79f,Remy Baget,Bayonne,BAY,WINGER,Ailier,2020-2021,7,523.0,74.7,3.37,,,0.46,,,,0.15,0.15,,,0.76,,,,,lnr,23.0,182.0,89.0,France,93.0232558139535,71.2,57.2,58.3,0.75,0,12,17,25,70,90,0.76,17.4,↗,5,"[11.9, 21.6, 35.4, 9.5, 16.4]",100,-0.16,Ailier,AIL,75,Haute,False,Moyenne,False,11,30.0,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2674,2674,tevita-tatafu,https://cdn.lnr.fr/joueur/2674-tevita-tatafu/photo/photoFull.1d6a32f7ce4a12d423552fb50b73687ec52ba345,Tevita Tatafu,Bayonne,BAY,FRONT_ROW,1ère ligne,2020-2021,4,71.0,17.8,5.63,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,18.0,183.0,133.0,Tonga,93.53437260414006,100.0,55.5,61.3,0.5,0,0,0,2,30,99,,33.5,→,5,"[23.6, 52.7, 21.6, 34.4, 46.7]",100,-1.45,1ère Ligne,1L,50,Basse,True,Basse,True,59,14.7,67.5,Japon,26.0,cluster_1,52.2,51.0,50.0,65.6,93.6,62.4,69.6,0.0,9.192,0.0,0.731,0.385,2.0,0.0,0.154,1.269,0.269,0.077,0.115
lnr_1316,1316,alexandre-manukula,https://cdn.lnr.fr/joueur/1316-alexandre-manukula/photo/photoFull.bb41eca385b8d1ba127fd6b7ef29dd0e94ba4eec,A. Manukula,Bayonne,BAY,LOCK,2ème ligne,2020-2021,3,92.0,30.7,10.43,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,0.0,0.0,49.6,59.8,0.5,0,0,0,34,30,0,,50.0,→,0,[],100,0.0,2ème Ligne,2L,50,Basse,True,Basse,True,24,32.4,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2672,2672,aitor-hourcade,https://cdn.lnr.fr/joueur/2672-aitor-hourcade/photo/photoFull.df70eb994b7734bdf40e01b850e18c98079124f9,Aitor Hourcade,Bayonne,BAY,BACK_ROW,3ème ligne,2020-2021,1,56.0,56.0,14.29,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,0.0,0.0,61.0,65.5,0.5,0,0,0,100,30,0,,50.0,→,0,[],100,0.0,3ème Ligne,3L,50,Basse,True,Basse,True,20,32.1,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_555,555,santiago-arata-perrone,https://cdn.lnr.fr/joueur/555-santiago-arata-perrone/photo/photoFull.bf7e6b3668f1d7c40821cbfca4c5f267bcf81dfe,S. Arata Perrone,Castres,CAS,SCRUM_HALF,Demi de mêlée,2020-2021,19,767.0,40.4,9.91,,,0.42,,,,0.31,0.73,,,0.52,,,,,lnr,24.0,174.0,75.0,Italie,88.93432149246104,60.0,79.9,75.1,1.0,41,42,9,100,70,87,0.52,25.7,↘,5,"[8.7, 73.4, 46.0, 18.0, 16.2]",100,0.5,Demi de mêlée,9,100,Haute,False,Moyenne,False,2,94.4,60.2,URUG,32.0,cluster_0,50.0,50.0,50.0,77.0,100.0,56.6,88.8,0.0,,,,,,,,,,,
lnr_624,624,florent-vanverberghe,https://cdn.lnr.fr/joueur/624-florent-vanverberghe/photo/photoFull.50e0d211418fb8267083232d5e5561b6e88fe79f,F. Vanverberghe,Castres,CAS,LOCK,2ème ligne,2020-2021,17,762.0,44.8,14.7,,,0.1,,,,0.21,0.0,,,0.0,,,,,lnr,20.0,198.0,120.0,France,100.0,96.0,73.2,71.7,1.0,40,0,0,76,35,99,,44.7,↘,5,"[82.5, 59.6, 82.5, 59.6, 21.0]",100,-1.25,2ème Ligne,2L,100,Haute,False,Moyenne,False,5,88.2,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_549,549,vilimoni-botitu,https://cdn.lnr.fr/joueur/549-vilimoni-botitu/photo/photoFull.bf7e6b3668f1d7c40821cbfca4c5f267bcf81dfe,V. Botitu,Castres,CAS,CENTRE,Centre,2020-2021,15,905.0,60.3,6.54,,,0.09,,,,0.62,0.27,,,0.88,,,,,lnr,22.0,183.0,98.0,Fidji,93.53437260414006,78.4,70.4,66.7,1.0,67,25,23,68,36,89,,20.6,↗,5,"[32.1, 0, 36.0, 25.5, 19.7]",100,-0.67,Centre,CTR,100,Haute,False,Bonne,False,5,82.6,,,5.0,,,,,,,,,0.0,11.6,0.4,0.0,6.4,1.8,0.4,1.0,3.8,0.6,0.2,0.2
lnr_591,591,adrea-cocagi,https://cdn.lnr.fr/joueur/591-adrea-cocagi/photo/photoFull.50e0d211418fb8267083232d5e5561b6e88fe79f,Adrea Cocagi,Castres,CAS,CENTRE,Centre,2020-2021,15,457.0,30.5,7.53,,,0.53,,,,0.35,0.0,,,0.88,,,,,lnr,27.0,185.0,109.0,Fidji,94.55660618451316,87.2,75.9,74.2,0.75,38,0,23,88,66,96,,47.6,↗,5,"[29.8, 65.9, 45.8, 52.5, 64.2]",100,2.61,Centre,CTR,75,Haute,False,Moyenne,False,3,91.3,,,2.0,,,,,,,,,0.0,2.5,0.5,0.0,1.0,0.5,0.0,0.5,1.5,0.0,0.0,0.0
lnr_2069,2069,julius-nostadt,https://cdn.lnr.fr/joueur/2069-julius-nostadt/photo/photoFull.6fc701688372b38c2cd93e972d93fc323ab7f457,Julius Nostadt,Castres,CAS,FRONT_ROW,1ère ligne,2020-2021,14,389.0,27.8,9.67,,,0.21,,,,0.0,0.62,,,0.0,,,,,lnr,,,,,0.0,0.0,57.8,60.8,0.75,0,61,0,46,40,0,,50.0,→,0,[],100,0.0,1ère Ligne,1L,75,Haute,False,Basse,False,60,13.2,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_611,611,jeremy-fernandez,https://cdn.lnr.fr/joueur/611-jeremy-fernandez/photo/photoFull.50e0d211418fb8267083232d5e5561b6e88fe79f,J. Fernandez,Castres,CAS,SCRUM_HALF,Demi de mêlée,2020-2021,13,175.0,13.5,7.31,,,0.0,,,,0.0,0.91,,,2.29,,,,,lnr,23.0,176.0,90.0,France,89.95655507283415,72.0,65.3,65.3,0.6,0,52,42,78,30,94,2.29,30.2,↘,5,"[45.0, 21.1, 37.3, 41.2, 28.7]",100,-0.16,Demi de mêlée,9,60,Moyenne,True,Basse,False,8,61.1,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1311,1311,bastien-guillemin,https://cdn.lnr.fr/joueur/1311-bastien-guillemin/photo/photoFull.df70eb994b7734bdf40e01b850e18c98079124f9,Bastien Guillemin,Castres,CAS,WINGER,Ailier,2020-2021,13,535.0,41.2,2.99,,,0.0,,,,0.6,0.0,,,2.24,,,,,lnr,,,,,0.0,0.0,53.3,57.4,0.75,26,0,51,16,30,0,2.24,50.0,→,0,[],100,0.0,Ailier,AIL,75,Haute,False,Moyenne,False,13,20.0,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_2648,2648,yann-david,https://cdn.lnr.fr/joueur/2648-yann-david/photo/photoFull.df70eb994b7734bdf40e01b850e18c98079124f9,Yann David,Castres,CAS,CENTRE,Centre,2020-2021,10,363.0,36.3,5.51,,,0.0,,,,0.0,0.44,,,0.0,,,,,lnr,,,,,0.0,0.0,53.7,57.8,0.75,0,41,0,48,30,0,,50.0,→,0,[],100,0.0,Centre,CTR,75,Haute,False,Basse,False,22,8.7,,,,,,,,,,,,0.0,,,,,,,,,,,
