player_id,lnr_id,lnr_slug,photo_url,name,team,team_code,position_group,position_raw,season,matches_played,minutes_total,minutes_avg,tackles_per80,tackle_success_pct,penalties_per80,turnovers_won_per80,turnovers_lost_per80,carries_per80,meters_per80,line_breaks_per80,offloads_per80,passes_per80,kick_meters_per80,points_scored_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct,_source,age,height_cm,weight_kg,nationality,_h_global_norm,_w_global_norm,rating_raw,rating,confidence,axis_att,axis_ctrl,axis_kick,axis_def,axis_pow,axis_gabarit,kick_points_per80,form_score,form_trend,form_matches,form_scores_list,axis_disc,age_factor,position_label,position_abbr,confidence_score,confidence_badge,low_sample,minutes_bucket,data_insufficient,rank_position,rating_percentile_position,rating_intl,team_intl,matches_intl,cluster_intl,axis_course_intl,axis_distrib_intl,axis_kicking_intl,axis_physique_intl,axis_rigueur_intl,axis_danger_intl,axis_melee_intl,intl_bonus,meters_run_intl,clean_breaks_intl,defenders_beaten_intl,passes_intl,runs_intl,lineouts_won_intl,missed_tackles_intl,tackles_intl,turnovers_conceded_intl,penalties_conceded_intl,offloads_intl
lnr_1131,1131,jordan-taufua,https://cdn.lnr.fr/joueur/1131-jordan-taufua/photo/photoFull.26cc6cf714855a6cf7c756abb25365c92c92a46a,Jordan Taufua,Lyon,LOU,BACK_ROW,3ème ligne,2022-2023,11,521.0,47.4,9.67,,,0.61,,,,0.0,0.46,,,0.77,,,,,lnr,,,,,0.0,0.0,61.5,63.6,0.75,0,33,41,41,48,0,,50.0,→,0,[],100,0.0,3ème Ligne,3L,75,Haute,False,Moyenne,False,36,22.2,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1126,1126,alfred-parisien,https://cdn.lnr.fr/joueur/1126-alfred-parisien/photo/photoFull.eff1aa9b4a9f2b351be13ae3eed38b31d19c422e,Alfred Parisien,Lyon,LOU,CENTRE,Centre,2022-2023,8,293.0,36.6,6.01,,,0.0,,,,0.55,1.09,,,0.0,,,,,lnr,22.0,182.0,91.0,France,92.85714285714286,71.65354330708661,71.8,66.7,0.6,63,83,0,42,30,85,,18.3,↗,5,"[7.2, 0, 23.6, 22.9, 26.0]",100,-0.67,Centre,CTR,60,Moyenne,True,Basse,False,16,57.1,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1128,1128,maxime-gouzou,https://cdn.lnr.fr/joueur/1128-maxime-gouzou/photo/photoFull.eff1aa9b4a9f2b351be13ae3eed38b31d19c422e,Maxime Gouzou,Lyon,LOU,BACK_ROW,3ème ligne,2022-2023,7,208.0,29.7,14.62,,,0.38,,,,0.0,0.0,,,0.0,,,,,lnr,24.0,189.0,106.0,France,96.42857142857144,83.46456692913385,72.1,66.6,0.6,0,0,0,100,41,92,,11.1,→,2,"[32.1, 0]",100,0.5,3ème Ligne,3L,60,Moyenne,True,Basse,False,28,38.9,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1052,1052,liam-robson-allen,https://cdn.lnr.fr/joueur/1052-liam-robson-allen/photo/photoFull.8e39a4ffde2d58962f9632bb5639326c8c077ac5,L. Allen,Lyon,LOU,BACK_ROW,3ème ligne,2022-2023,6,388.0,64.7,11.55,,,1.03,,,,0.82,0.21,,,1.03,,,,,lnr,23.0,191.0,105.0,Nouvelle Zélande,97.44897959183672,82.67716535433071,77.7,74.5,0.75,100,15,55,64,60,92,,49.9,↘,5,"[100, 100, 74.0, 50.4, 1.4]",100,-0.16,3ème Ligne,3L,75,Haute,False,Basse,False,7,86.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1124,1124,alexandre-tchaptchet-noutcha,https://cdn.lnr.fr/joueur/1124-alexandre-tchaptchet-noutcha/photo/photoFull.eff1aa9b4a9f2b351be13ae3eed38b31d19c422e,A. Tchaptchet Noutcha,Lyon,LOU,FULLBACK,Arrière,2022-2023,3,200.0,66.7,3.6,,,0.0,,,,1.2,0.8,,,4.0,,,,,lnr,21.0,171.0,79.0,France,87.24489795918367,62.20472440944882,66.2,62.6,0.6,57,28,71,22,30,88,4.0,7.6,↘,5,"[38.0, 0, 7.9, 8.3, 0]",100,-1.03,Arrière,ARR,60,Moyenne,True,Basse,True,4,78.6,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1118,1118,yanis-charcosset,https://cdn.lnr.fr/joueur/1118-yanis-charcosset/photo/photoFull.5130516f3d5f5fbc23b3eaab6efe1a2b3082c3df,Y. Charcosset,Lyon,LOU,FRONT_ROW,1ère ligne,2022-2023,1,618.0,,11.26,,,0.26,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,0.0,0.0,58.5,58.5,1.0,0,0,0,69,38,0,,50.0,→,0,[],100,0.0,1ère Ligne,1L,100,Haute,False,Basse,True,85,7.7,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1082,1082,vivien-devisme,https://cdn.lnr.fr/joueur/1082-vivien-devisme/photo/photoFull.8a8276a94cfaec44d9ad851c959e24101861b746,Vivien Devisme,Lyon,LOU,FRONT_ROW,1ère ligne,2022-2023,1,49.0,,14.69,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,0.0,0.0,62.5,66.2,0.5,0,0,0,100,30,0,,50.0,→,0,[],100,0.0,1ère Ligne,1L,50,Basse,True,Basse,True,53,42.3,,,,,,,,,,,,0.0,,,,,,,,,,,
lnr_1105,1105,killian-geraci,https://cdn.lnr.fr/joueur/1105-killian-geraci/photo/photoFull.8e39a4ffde2d58962f9632bb5639326c8c077ac5,Killian Geraci,Lyon,LOU,LOCK,2ème ligne,2022-2023,1,496.0,,11.45,,,0.16,,,,0.0,0.0,,,0.0,,,,,lnr,24.0,,115.0,France,0.0,90.5511811023622,60.0,65.3,0.75,0,0,0,65,38,14,,59.7,↘,5,"[58.9, 100, 100, 20.7, 68.7]",100,0.5,2ème Ligne,2L,75,Haute,False,Basse,True,22,44.7,,,6.0,,,,,,,,,0.0,2.0,0.0,0.0,0.5,0.667,0.0,0.333,2.333,0.0,0.333,0.167
lnr_1095,1095,felix-lambey,https://cdn.lnr.fr/joueur/1095-felix-lambey/photo/photoFull.8e39a4ffde2d58962f9632bb5639326c8c077ac5,Félix Lambey,Lyon,LOU,LOCK,2ème ligne,2022-2023,1,955.0,,8.96,,,0.25,,,,0.0,0.75,,,0.0,,,,,lnr,29.0,196.0,107.0,France,100.0,84.25196850393701,70.9,74.7,1.0,0,57,0,31,42,97,,75.9,↗,5,"[59.2, 93.8, 74.0, 69.9, 100]",100,2.96,2ème Ligne,2L,100,Haute,False,Basse,True,7,84.2,77.7,France,10.0,cluster_1,95.6,85.2,50.0,90.8,62.3,84.0,88.3,0.2700000000000003,9.2,0.3,0.8,2.7,5.3,0.0,0.7,8.7,0.5,0.6,0.5
lnr_1084,1084,guillaume-marchand,https://cdn.lnr.fr/joueur/1084-guillaume-marchand/photo/photoFull.8e39a4ffde2d58962f9632bb5639326c8c077ac5,G. Marchand,Lyon,LOU,FRONT_ROW,1ère ligne,2022-2023,1,793.0,,11.8,,,0.3,,,,0.0,0.3,,,0.0,,,,,lnr,24.0,183.0,105.0,France,93.36734693877553,82.67716535433071,73.9,74.0,1.0,0,24,0,76,39,82,,52.6,↘,5,"[83.8, 81.0, 38.2, 52.4, 66.6]",100,0.5,1ère Ligne,1L,100,Haute,False,Basse,True,15,84.6,80.2,France,28.0,cluster_1,97.3,91.7,50.0,90.1,57.0,70.1,89.4,0.5200000000000002,,,,,,,,,,,
