player_id,lnr_id,lnr_slug,photo_url,name,team,team_code,position_group,position_raw,season,matches_played,minutes_total,minutes_avg,yellow_cards,orange_cards,red_cards,tackles_per80,tackle_success_pct,penalties_per80,turnovers_won_per80,turnovers_lost_per80,carries_per80,meters_per80,line_breaks_per80,offloads_per80,passes_per80,kick_meters_per80,points_scored_per80,tries_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct,_source,age,height_cm,weight_kg,nationality,axis_consistency,n_matches_consistency,_h_global_norm,_w_global_norm,rating_raw,rating,confidence,axis_att,axis_ctrl,axis_kick,axis_def,axis_pow,axis_gabarit,kick_points_per80,form_score,form_trend,form_matches,form_scores_list,form_score_10,form_trend_10,form_matches_10,axis_disc,age_factor,position_label,position_abbr,confidence_score,confidence_badge,low_sample,minutes_bucket,data_insufficient,rank_position,rating_percentile_position,rating_intl,team_intl,matches_intl,cluster_intl,axis_course_intl,axis_distrib_intl,axis_kicking_intl,axis_physique_intl,axis_rigueur_intl,axis_danger_intl,axis_melee_intl,intl_bonus
lnr_862,862,barnabe-massa,https://cdn.lnr.fr/joueur/862-barnabe-massa/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,B. Massa,Clermont,CLR,FRONT_ROW,1ère ligne,2025-2026,17,855.0,50.3,1,0,0,10.39,,,0.56,,,,0.19,0.37,,,2.81,0.56,,,,,lnr,21.0,180.0,101.0,France,42.3,18.0,91.83673469387756,77.6923076923077,60.6,62.4,1.0,75,42,95,42,92,31,,54.5,↗,5,"[43.4, 37.1, 76.4, 60.7, 62.5]",56.2,↗,10,80,-1.03,1ère Ligne,1L,100,Haute,False,Bonne,False,101,36.0,,,,,,,,,,,,0.0
lnr_694,694,cristian-ojovan,https://cdn.lnr.fr/joueur/694-cristian-ojovan/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,C. Ojovan,Clermont,CLR,FRONT_ROW,1ère ligne,2025-2026,17,743.0,43.7,1,0,0,10.12,,,0.11,,,,0.0,0.11,,,0.0,0.0,,,,,lnr,29.0,183.0,120.0,Moldavie,86.5,18.0,93.36734693877551,92.3076923076923,59.9,60.8,1.0,0,12,5,39,7,67,,39.1,↘,5,"[59.0, 34.5, 48.1, 31.7, 48.1]",46.3,↘,10,80,2.96,1ère Ligne,1L,100,Haute,False,Moyenne,False,117,25.5,,,,,,,,,,,,0.0
lnr_11554,11554,killian-tixeront,https://cdn.lnr.fr/joueur/11554-killian-tixeront/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Killian Tixeront,Clermont,CLR,BACK_ROW,3ème ligne,2025-2026,16,931.0,58.2,0,0,0,9.71,,,0.0,,,,0.34,0.09,,,0.86,0.17,,,,,lnr,24.0,196.0,107.0,France,92.7,15.0,100.0,82.3076923076923,55.6,57.6,1.0,62,10,39,22,23,93,,41.6,↘,5,"[57.1, 65.8, 16.2, 47.7, 49.8]",46.7,↘,10,100,0.5,3ème Ligne,3L,100,Haute,False,Bonne,False,85,10.6,,,,,,,,,,,,0.0
lnr_184,184,giorgi-akhaladze,https://cdn.lnr.fr/joueur/184-giorgi-akhaladze/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Giorgi Akhaladze,Clermont,CLR,FRONT_ROW,1ère ligne,2025-2026,15,736.0,49.1,1,0,0,9.13,,,0.0,,,,0.0,0.22,,,2.17,0.43,,,,,lnr,27.0,186.0,128.0,Géorgie,93.8,15.0,94.89795918367348,98.46153846153847,61.4,60.9,1.0,0,25,78,27,46,85,,30.4,→,5,"[24.2, 18.8, 41.5, 46.6, 28.9]",32.5,→,10,80,2.61,1ère Ligne,1L,100,Haute,False,Moyenne,False,115,27.1,,,,,,,,,,,,0.0
lnr_2655,2655,thomas-ceyte,https://cdn.lnr.fr/joueur/2655-thomas-ceyte/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Thomas Ceyte,Clermont,CLR,LOCK,2ème ligne,2025-2026,15,961.0,64.1,2,0,0,9.07,,,0.17,,,,0.25,1.91,,,0.0,0.0,,,,,lnr,,,,,76.9,16.0,0.0,0.0,56.8,57.6,1.0,91,95,5,22,12,0,,41.0,↗,5,"[44.4, 40.4, 49.0, 49.8, 42.0]",43.4,↗,10,60,0.0,2ème Ligne,2L,100,Haute,False,Bonne,False,50,28.3,,,,,,,,,,,,0.0
lnr_11297,11297,baptiste-jauneau,https://cdn.lnr.fr/joueur/11297-baptiste-jauneau/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,B. Jauneau,Clermont,CLR,SCRUM_HALF,Demi de mêlée,2025-2026,15,849.0,56.6,0,0,0,7.54,,,0.28,,,,0.75,0.94,,,2.83,0.57,,,,,lnr,22.0,178.0,81.0,France,27.9,16.0,90.81632653061224,62.30769230769231,74.1,71.4,1.0,74,49,5,80,94,74,0.0,35.5,→,5,"[50.8, 25.4, 13.7, 58.5, 40.5]",36.1,→,10,100,-0.67,Demi de mêlée,9,100,Haute,False,Bonne,False,4,92.5,,,,,,,,,,,,0.0
lnr_5847,5847,robert-simmons-1,https://cdn.lnr.fr/joueur/5847-robert-simmons-1/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Robert Simmons,Clermont,CLR,LOCK,2ème ligne,2025-2026,15,778.0,51.9,0,1,0,9.15,,,0.31,,,,0.1,0.51,,,0.0,0.0,,,,,lnr,36.0,,115.0,Australie,97.4,15.0,0.0,88.46153846153845,51.5,62.6,1.0,36,43,5,23,21,9,,39.1,→,5,"[30.0, 29.6, 60.7, 42.3, 43.0]",39.3,→,10,70,-1.03,2ème Ligne,2L,100,Haute,False,Moyenne,False,63,10.1,73.6,Australie,67,cluster_1,66.3,54.0,50.0,87.1,78.1,57.8,87.3,0.0
lnr_2446,2446,selevasio-tolofua,https://cdn.lnr.fr/joueur/2446-selevasio-tolofua/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,S. Tolofua,Clermont,CLR,CENTRE,Centre,2025-2026,15,865.0,57.7,0,0,0,11.38,,,0.09,,,,0.09,1.57,,,0.92,0.18,,,,,lnr,28.0,186.0,116.0,France,61.3,15.0,94.89795918367348,89.23076923076924,77.1,77.1,1.0,9,95,23,95,25,97,,57.0,↗,5,"[55.7, 49.0, 100, 70.5, 43.4]",56.9,↗,10,100,2.96,Centre,CTR,100,Haute,False,Bonne,False,3,97.3,,,,,,,,,,,,0.0
lnr_657,657,etienne-fourcade,https://cdn.lnr.fr/joueur/657-etienne-fourcade/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Etienne Fourcade,Clermont,CLR,FRONT_ROW,1ère ligne,2025-2026,14,443.0,31.6,1,0,0,8.49,,,0.36,,,,0.18,0.18,,,1.81,0.36,,,,,lnr,29.0,180.0,103.0,France,91.4,14.0,91.83673469387756,79.23076923076923,56.7,59.4,0.869,71,20,65,20,61,35,,36.2,→,5,"[55.7, 44.4, 40.4, 29.5, 42.3]",36.1,→,10,80,2.96,1ère Ligne,1L,87,Haute,False,Moyenne,False,125,21.0,,,,,,,,,,,,0.0
lnr_2195,2195,anthime-hemery,https://cdn.lnr.fr/joueur/2195-anthime-hemery/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Anthime Hemery,Clermont,CLR,BACK_ROW,3ème ligne,2025-2026,14,598.0,42.7,1,0,0,11.91,,,0.54,,,,0.27,0.54,,,0.67,0.13,,,,,lnr,25.0,189.0,110.0,France,3.6,12.0,96.42857142857143,84.61538461538461,73.1,72.2,0.998,49,60,30,49,53,93,,49.0,↗,5,"[40.1, 39.8, 39.3, 70.5, 57.4]",53.2,↗,10,80,1.26,3ème Ligne,3L,100,Haute,False,Moyenne,False,25,73.9,,,,,,,,,,,,0.0
lnr_1793,1793,kylan-hamdaoui,https://cdn.lnr.fr/joueur/1793-kylan-hamdaoui/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Kylan Hamdaoui,Clermont,CLR,FULLBACK,Arrière,2025-2026,13,834.0,64.2,0,0,0,2.21,,,0.1,,,,1.25,0.67,,,2.4,0.48,,,,,lnr,32.0,182.0,91.0,France,25.8,10.0,92.85714285714286,70.0,70.7,66.6,1.0,95,47,5,14,72,91,0.0,15.0,↘,5,"[37.6, 25.5, 3.4, 10.7, 21.5]",16.9,↘,10,100,1.26,Arrière,ARR,100,Haute,False,Bonne,False,6,83.9,,,,,,,,,,,,0.0
lnr_921,921,regis-montagne,https://cdn.lnr.fr/joueur/921-regis-montagne/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Régis Montagne,Clermont,CLR,FRONT_ROW,1ère ligne,2025-2026,13,600.0,46.2,1,0,0,9.73,,,0.4,,,,0.0,0.27,,,0.0,0.0,,,,,lnr,25.0,186.0,132.0,France,100.0,13.0,94.89795918367348,100.0,67.9,66.8,1.0,0,30,5,34,25,91,,38.6,↗,5,"[42.5, 28.9, 31.1, 44.1, 52.1]",38.1,↗,10,80,1.26,1ère Ligne,1L,100,Haute,False,Moyenne,False,66,58.6,,,,,,,,,,,,0.0
lnr_12302,12302,pita-gus-sowakula,https://cdn.lnr.fr/joueur/12302-pita-gus-sowakula/photo/photoFull.c014f51db1da0b1217b367d4a2b9e8cf48e92c3e,P. Sowakula,Clermont,CLR,BACK_ROW,3ème ligne,2025-2026,13,864.0,66.5,1,0,0,8.98,,,0.19,,,,0.19,1.48,,,0.93,0.19,,,,,lnr,31.0,196.0,117.0,Fidji,78.0,14.0,100.0,90.0,66.7,67.9,1.0,35,95,42,13,38,98,,54.6,↗,5,"[60.1, 45.7, 59.3, 83.3, 48.3]",54.0,↗,10,80,2.0,3ème Ligne,3L,100,Haute,False,Bonne,False,38,59.6,,,,,,,,,,,,0.0
lnr_712,712,bautista-delguy,https://cdn.lnr.fr/joueur/712-bautista-delguy/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,B. Delguy,Clermont,CLR,WINGER,Ailier,2025-2026,12,907.0,75.6,0,0,0,3.18,,,0.0,,,,0.62,0.44,,,0.88,0.18,,,,,lnr,28.0,183.0,84.0,Argentine,19.6,13.0,93.36734693877551,64.61538461538461,59.9,60.0,1.0,42,32,5,15,12,81,0.0,11.1,→,5,"[0, 20.2, 19.5, 17.5, 9.4]",12.7,→,10,100,2.96,Ailier,AIL,100,Haute,False,Bonne,False,33,20.7,70.6,Argentine,49,cluster_1,77.3,53.5,50.0,85.0,89.8,74.2,91.4,0.0
lnr_402,402,joris-jurand,https://cdn.lnr.fr/joueur/402-joris-jurand/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Joris Jurand,Clermont,CLR,CENTRE,Centre,2025-2026,12,891.0,74.2,1,0,0,3.05,,,0.0,,,,0.72,0.99,,,2.69,0.54,,,,,lnr,30.0,188.0,106.0,France,22.5,13.0,95.91836734693877,81.53846153846153,67.7,62.9,1.0,69,75,67,0,46,94,,5.2,↘,5,"[13.2, 27.5, 2.7, 14.8, 0]",6.6,↘,10,80,2.61,Centre,CTR,100,Haute,False,Bonne,False,49,35.1,,,,,,,,,,,,0.0
lnr_1544,1544,alivereti-loaloa,https://cdn.lnr.fr/joueur/1544-alivereti-loaloa/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,A. Loaloa,Clermont,CLR,CENTRE,Centre,2025-2026,12,901.0,75.1,0,0,0,8.97,,,0.8,,,,0.36,1.15,,,0.44,0.09,,,,,lnr,25.0,182.0,101.0,Fidji,35.2,13.0,92.85714285714286,77.6923076923077,80.8,77.5,1.0,35,87,11,95,46,90,,38.0,↘,5,"[57.8, 55.1, 19.5, 32.9, 51.2]",39.4,↘,10,100,1.26,Centre,CTR,100,Haute,False,Bonne,False,2,98.6,,,,,,,,,,,,0.0
lnr_906,906,pio-muarua,https://cdn.lnr.fr/joueur/906-pio-muarua/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Pio Muarua,Clermont,CLR,BACK_ROW,3ème ligne,2025-2026,12,376.0,31.3,0,0,0,8.94,,,0.21,,,,0.21,0.64,,,1.06,0.21,,,,,lnr,29.0,191.0,120.0,Fidji,94.9,11.0,97.44897959183673,92.3076923076923,66.3,71.4,0.813,38,72,48,12,42,98,,73.0,↘,5,"[100, 68.1, 70.5, 29.5, 100]",69.0,↘,10,100,2.96,3ème Ligne,3L,81,Haute,False,Basse,False,27,72.3,,,,,,,,,,,,0.0
lnr_646,646,alex-newsome,https://cdn.lnr.fr/joueur/646-alex-newsome/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Alex Newsome,Clermont,CLR,FULLBACK,Arrière,2025-2026,12,808.0,67.3,0,0,0,2.87,,,0.1,,,,0.4,0.79,,,2.48,0.5,,,,,lnr,31.0,189.0,93.0,Australie,43.3,12.0,96.42857142857143,71.53846153846153,66.0,62.2,1.0,37,56,5,32,75,94,0.0,8.4,↗,5,"[0, 9.4, 19.9, 0, 16.2]",8.6,↗,10,100,2.0,Arrière,ARR,100,Haute,False,Bonne,False,9,72.6,,,,,,,,,,,,0.0
lnr_937,937,lucas-zamora,https://cdn.lnr.fr/joueur/937-lucas-zamora/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Lucas Zamora,Clermont,CLR,SCRUM_HALF,Demi de mêlée,2025-2026,12,407.0,33.9,0,0,0,5.7,,,0.0,,,,0.79,1.38,,,2.95,0.59,,,,,lnr,21.0,170.0,80.0,France,53.6,6.0,86.73469387755102,61.53846153846154,68.0,66.8,0.839,78,80,5,45,57,55,4.440892098500626e-16,36.9,↗,5,"[21.2, 0, 24.2, 49.0, 63.7]",36.1,↗,10,100,-1.03,Demi de mêlée,9,84,Haute,False,Moyenne,False,10,76.2,,,,,,,,,,,,0.0
lnr_2709,2709,leon-darricarrere,https://cdn.lnr.fr/joueur/2709-leon-darricarrere/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,L. Darricarrere,Clermont,CLR,CENTRE,Centre,2025-2026,11,761.0,69.2,0,0,0,4.63,,,0.0,,,,0.32,0.53,,,0.53,0.11,,,,,lnr,21.0,187.0,98.0,France,54.5,12.0,95.40816326530613,75.38461538461539,56.8,56.1,1.0,31,40,13,26,9,89,,23.7,→,5,"[16.0, 26.5, 7.6, 6.2, 53.3]",24.4,→,10,100,-1.03,Centre,CTR,100,Haute,False,Moyenne,False,66,12.2,,,,,,,,,,,,0.0
lnr_711,711,thibaud-lanen,https://cdn.lnr.fr/joueur/711-thibaud-lanen/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Thibaud Lanen,Clermont,CLR,LOCK,2ème ligne,2025-2026,11,480.0,43.6,0,0,0,13.83,,,0.33,,,,0.0,0.67,,,0.0,0.0,,,,,lnr,28.0,198.0,109.0,France,51.4,11.0,100.0,83.84615384615385,74.2,75.7,0.9,0,57,5,90,23,92,,64.9,↘,5,"[25.4, 100, 71.9, 66.9, 65.0]",67.4,↘,10,100,2.96,2ème Ligne,2L,90,Haute,False,Moyenne,False,6,92.8,,,,,,,,,,,,0.0
lnr_2023,2023,sacha-lotrian,https://cdn.lnr.fr/joueur/2023-sacha-lotrian/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Sacha Lotrian,Clermont,CLR,FRONT_ROW,1ère ligne,2025-2026,11,344.0,31.3,0,0,0,15.12,,,0.0,,,,0.0,0.47,,,2.33,0.47,,,,,lnr,25.0,180.0,100.0,France,48.5,9.0,91.83673469387756,76.92307692307693,63.6,68.7,0.787,0,53,83,95,50,29,,68.8,↗,5,"[28.0, 37.1, 49.0, 100, 73.7]",70.4,↗,10,100,1.26,1ère Ligne,1L,79,Haute,False,Basse,False,48,70.1,,,,,,,,,,,,0.0
lnr_661,661,lucas-dessaigne,https://cdn.lnr.fr/joueur/661-lucas-dessaigne/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Lucas Dessaigne,Clermont,CLR,BACK_ROW,3ème ligne,2025-2026,10,364.0,36.4,1,0,0,16.92,,,0.0,,,,0.0,0.0,,,1.1,0.22,,,,,lnr,27.0,188.0,96.0,France,100.0,7.0,95.91836734693877,73.84615384615385,65.4,70.3,0.803,0,0,49,95,30,86,,75.4,↘,5,"[82.1, 100, 70.5, 68.1, 51.7]",77.0,↘,10,80,2.61,3ème Ligne,3L,80,Haute,False,Basse,False,29,70.2,,,,,,,,,,,,0.0
lnr_667,667,etienne-falgoux,https://cdn.lnr.fr/joueur/667-etienne-falgoux/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Etienne Falgoux,Clermont,CLR,FRONT_ROW,1ère ligne,2025-2026,10,342.0,34.2,0,0,0,9.12,,,0.0,,,,0.0,0.0,,,1.17,0.23,,,,,lnr,33.0,183.0,105.0,France,89.6,8.0,93.36734693877551,80.76923076923077,49.6,54.5,0.785,0,0,42,27,25,41,,25.8,↘,5,"[51.7, 14.4, 15.1, 24.2, 38.7]",26.2,↘,10,100,0.5,1ère Ligne,1L,78,Haute,False,Basse,False,149,5.7,,,,,,,,,,,,0.0
lnr_382,382,tom-raffy,https://cdn.lnr.fr/joueur/382-tom-raffy/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Tom Raffy,Clermont,CLR,FLY_HALF,Demi d'ouverture,2025-2026,10,180.0,18.0,0,0,0,4.0,,,0.0,,,,0.0,0.0,,,9.78,0.0,,,,,lnr,21.0,179.0,76.0,France,100.0,3.0,91.3265306122449,58.46153846153847,52.1,55.4,0.63,0,0,95,38,0,41,9.78,7.5,↘,5,"[18.8, 26.6, 18.8, 11.7, 0]",6.2,↘,7,100,-1.03,Ouvreur,10,63,Moyenne,True,Basse,False,34,13.2,,,,,,,,,,,,0.0
lnr_647,647,irae-vincynt-simone,https://cdn.lnr.fr/joueur/647-irae-vincynt-simone/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,I. Simone,Clermont,CLR,CENTRE,Centre,2025-2026,10,459.0,45.9,0,0,0,6.62,,,0.0,,,,0.87,0.35,,,0.0,0.0,,,,,lnr,30.0,193.0,105.0,Nouvelle Zélande,20.8,7.0,98.46938775510205,80.76923076923077,69.0,68.2,0.882,84,27,5,60,0,94,,33.8,↗,5,"[45.0, 23.5, 0, 83.2, 29.5]",33.0,↗,10,100,2.61,Centre,CTR,88,Haute,False,Moyenne,False,24,68.9,,,,,,,,,,,,0.0
lnr_669,669,sebastien-bezy,https://cdn.lnr.fr/joueur/669-sebastien-bezy/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,S. Bezy,Clermont,CLR,SCRUM_HALF,Demi de mêlée,2025-2026,9,286.0,31.8,0,0,0,5.59,,,0.0,,,,0.84,1.68,,,1.4,0.28,,,,,lnr,34.0,174.0,76.0,France,32.0,7.0,88.77551020408163,58.46153846153847,67.3,65.3,0.736,83,95,5,43,28,57,0.0,25.2,↘,5,"[100, 51.7, 60.3, 10.1, 0]",23.8,↘,8,100,-0.16,Demi de mêlée,9,74,Moyenne,True,Basse,False,13,70.0,68.2,France,8,cluster_1,52.1,60.8,50.0,80.4,97.6,50.7,95.1,0.0
lnr_2444,2444,lucas-tauzin,https://cdn.lnr.fr/joueur/2444-lucas-tauzin/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Lucas Tauzin,Clermont,CLR,WINGER,Ailier,2025-2026,9,518.0,57.6,0,0,0,3.4,,,0.15,,,,0.62,0.31,,,1.54,0.31,,,,,lnr,27.0,187.0,94.0,France,66.8,6.0,95.40816326530613,72.3076923076923,61.8,62.3,0.932,42,23,5,19,35,88,0.0,30.6,↗,5,"[3.4, 0, 13.4, 97.9, 18.8]",29.5,↗,9,100,2.61,Ailier,AIL,93,Haute,False,Moyenne,False,25,41.5,,,,,,,,,,,,0.0
lnr_3233,3233,giorgi-dzmanashvili,https://cdn.lnr.fr/joueur/3233-giorgi-dzmanashvili/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,G. Dzmanashvili,Clermont,CLR,FRONT_ROW,1ère ligne,2025-2026,8,169.0,21.1,0,0,0,7.57,,,0.0,,,,0.0,0.0,,,4.73,0.95,,,,,lnr,23.0,186.0,122.0,Géorgie,97.4,5.0,94.89795918367348,93.84615384615384,55.2,62.1,0.619,0,0,95,9,57,74,,46.9,→,5,"[65.8, 28.0, 0, 28.0, 100]",44.5,→,10,100,-0.16,1ère Ligne,1L,62,Moyenne,True,Basse,False,104,34.1,,,,,,,,,,,,0.0
lnr_1745,1745,marcos-kremer,https://cdn.lnr.fr/joueur/1745-marcos-kremer/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Marcos Kremer,Clermont,CLR,BACK_ROW,3ème ligne,2025-2026,8,581.0,72.6,0,0,0,12.12,,,0.14,,,,0.0,0.28,,,0.0,0.0,,,,,lnr,28.0,195.0,110.0,Argentine,96.7,9.0,99.48979591836735,84.61538461538461,63.6,68.3,0.984,0,31,5,52,9,95,,72.6,↗,5,"[41.2, 34.6, 51.7, 57.1, 100]",72.9,↗,10,100,2.96,3ème Ligne,3L,98,Haute,False,Moyenne,False,35,63.8,61.9,Argentine,106,cluster_1,58.1,50.7,50.0,85.5,69.4,51.2,85.2,0.0
lnr_460,460,tevita-kasikasi-ratuva,https://cdn.lnr.fr/joueur/460-tevita-kasikasi-ratuva/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,T. Ratuva,Clermont,CLR,LOCK,2ème ligne,2025-2026,8,550.0,68.8,0,0,0,7.71,,,0.44,,,,0.44,1.31,,,1.45,0.29,,,,,lnr,30.0,198.0,122.0,Fidji,71.6,8.0,100.0,93.84615384615384,77.2,74.0,0.958,95,95,83,2,80,96,,26.7,↘,5,"[46.1, 29.5, 26.9, 32.7, 25.9]",29.6,↘,8,100,2.61,2ème Ligne,2L,96,Haute,False,Moyenne,False,8,89.9,82.2,FIJI,13,cluster_0,79.3,54.9,50.0,94.7,85.4,67.8,95.1,0.7200000000000002
lnr_696,696,alivereti-raka,https://cdn.lnr.fr/joueur/696-alivereti-raka/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,A. Raka,Clermont,CLR,WINGER,Ailier,2025-2026,5,304.0,60.8,0,0,0,1.58,,,0.26,,,,1.05,0.79,,,5.26,1.05,,,,,lnr,31.0,189.0,94.0,Fidji,64.0,4.0,96.42857142857143,72.3076923076923,74.9,69.9,0.753,72,58,50,0,81,88,0.009999999999999787,18.1,↗,5,"[14.3, 10.0, 0, 32.7, 30.2]",17.4,↗,7,100,2.0,Ailier,AIL,75,Haute,False,Basse,False,8,82.9,,,,,,,,,,,,0.0
lnr_11002,11002,yerim-fall,https://cdn.lnr.fr/joueur/11002-yerim-fall/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Yerim Fall,Clermont,CLR,CENTRE,Centre,2025-2026,4,320.0,80.0,0,0,0,4.25,,,0.25,,,,0.0,0.25,,,2.5,0.5,,,,,lnr,22.0,178.0,90.0,France,91.1,4.0,90.81632653061224,69.23076923076923,57.2,57.6,0.767,0,19,63,19,69,83,,14.9,↗,4,"[2.7, 9.4, 28.2, 18.8]",15.1,↗,4,100,-0.67,Centre,CTR,77,Haute,False,Basse,True,63,16.2,,,,,,,,,,,,0.0
lnr_2456,2456,pierre-fouyssac,https://cdn.lnr.fr/joueur/2456-pierre-fouyssac/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Pierre Fouyssac,Clermont,CLR,WINGER,Ailier,2025-2026,4,211.0,52.8,0,0,0,7.96,,,0.0,,,,0.38,1.14,,,0.0,0.0,,,,,lnr,31.0,189.0,101.0,France,76.9,4.0,96.42857142857143,77.6923076923077,62.9,65.5,0.661,26,83,5,95,0,92,0.0,36.0,↘,4,"[59.3, 40.3, 34.2, 37.2]",36.8,↘,4,100,2.0,Ailier,AIL,66,Moyenne,True,Basse,True,17,59.8,,,,,,,,,,,,0.0
lnr_12492,12492,axel-guillaud,https://cdn.lnr.fr/joueur/12492-axel-guillaud/photo/photoFull.c014f51db1da0b1217b367d4a2b9e8cf48e92c3e,Axel Guillaud,Clermont,CLR,FULLBACK,Arrière,2025-2026,4,231.0,57.8,0,0,0,0.69,,,0.0,,,,1.04,0.0,,,1.73,0.35,,,,,lnr,19.0,189.0,86.0,France,37.3,3.0,96.42857142857143,66.15384615384615,57.3,56.4,0.681,95,0,5,0,38,92,0.0,0.0,→,3,"[10.1, 0, 0.6]",0.0,→,3,100,-1.38,Arrière,ARR,68,Moyenne,True,Basse,True,25,22.6,,,,,,,,,,,,0.0
lnr_12343,12343,leo-michaux-vargas,https://cdn.lnr.fr/joueur/12343-leo-michaux-vargas/photo/photoFull.81ae2ff3cf645856004e61f820bf6824a1fce987,L. Michaux Vargas,Clermont,CLR,LOCK,2ème ligne,2025-2026,4,183.0,45.8,0,0,0,8.31,,,0.44,,,,0.0,0.87,,,0.0,0.0,,,,,lnr,18.0,,125.0,France,42.0,4.0,0.0,96.15384615384616,55.5,63.9,0.633,0,74,5,11,30,12,,66.0,↗,5,"[35.1, 100, 82.1, 55.6, 66.5]",62.0,↗,7,100,-1.45,2ème Ligne,2L,63,Moyenne,True,Basse,True,35,50.7,,,,,,,,,,,,0.0
lnr_709,709,george-moala,https://cdn.lnr.fr/joueur/709-george-moala/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,George Moala,Clermont,CLR,CENTRE,Centre,2025-2026,3,181.0,60.3,0,0,0,3.54,,,0.0,,,,0.44,0.88,,,4.42,0.88,,,,,lnr,35.0,188.0,99.0,Nouvelle Zélande,65.3,3.0,95.91836734693877,76.15384615384615,64.8,61.5,0.631,42,67,95,7,57,90,,4.6,↘,4,"[22.2, 12.7, 10.1, 0]",4.5,↘,4,100,-0.67,Centre,CTR,63,Moyenne,True,Basse,True,51,31.1,,,,,,,,,,,,0.0
lnr_648,648,mathys-belaubre,https://cdn.lnr.fr/joueur/648-mathys-belaubre/photo/photoFull.22d524affa325bfad2a5469bb23df8603fc2554d,Mathys Belaubre,Clermont,CLR,CENTRE,Centre,2025-2026,2,158.0,79.0,0,0,0,5.57,,,0.0,,,,0.0,0.51,,,0.0,0.0,,,,,lnr,21.0,186.0,107.0,France,,,94.89795918367348,82.3076923076923,53.9,57.8,0.608,0,39,5,42,0,94,,17.7,→,2,"[35.6, 9.8]",18.0,→,2,100,-1.03,Centre,CTR,61,Moyenne,True,Basse,True,62,17.6,,,,,,,,,,,,0.0
lnr_13540,13540,timeo-frier,https://cdn.lnr.fr/joueur/13540-timeo-frier/photo/photoFull.c014f51db1da0b1217b367d4a2b9e8cf48e92c3e,Timéo Frier,Clermont,CLR,CENTRE,Centre,2025-2026,2,40.0,20.0,0,0,0,2.0,,,2.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,,,,France,,,0.0,0.0,49.0,58.9,0.527,0,0,5,0,38,0,,50.0,→,0,[],50.0,→,0,100,0.0,Centre,CTR,53,Basse,True,Basse,True,60,20.3,,,,,,,,,,,,0.0
